terme_fr;langue;terme_traduit;fournisseur;type;date
pouces;en;inches;deepl;tag;2025-12-12 20:56:57
suce le pouce;en;thumb sucking;deepl;tag;2025-12-12 20:56:57
suces les pouces;en;sucking thumbs;deepl;tag;2025-12-12 20:56:57
sucer;en;suck;deepl;tag;2025-12-12 20:56:57
sucère;en;sweetener;deepl;tag;2025-12-12 20:56:57
sucers;en;sugars;deepl;tag;2025-12-12 20:56:57
sucères;en;sugars;deepl;tag;2025-12-12 20:56:57
sucotement;en;sucotement;deepl;tag;2025-12-12 20:56:57
sucotemente;en;sucotemente;deepl;tag;2025-12-12 20:56:57
sucotements;en;sucking;deepl;tag;2025-12-12 20:56:57
sucotementes;en;sweets;deepl;tag;2025-12-12 20:56:57
tétine;en;teat;deepl;tag;2025-12-12 20:56:57
tétines;en;teats;deepl;tag;2025-12-12 20:56:57
digital;en;digital;deepl;adjectif;2025-12-12 20:56:57
digitale;en;digital;deepl;adjectif;2025-12-12 20:56:57
digitaux;en;digital;deepl;adjectif;2025-12-12 20:56:57
digitales;en;digital;deepl;adjectif;2025-12-12 20:56:57
pouce;en;thumb;glossaire;adjectif;2025-12-12 20:56:57
pouces;en;inches;glossaire;adjectif;2025-12-12 20:56:57
onychophagie;en;onychophagy;deepl;tag;2025-12-12 20:56:57
ronger les ongles;en;nail biting;deepl;tag;2025-12-12 20:56:57
rongers les ongles;en;nail biting;deepl;tag;2025-12-12 20:56:57
nail biting;en;nail biting;deepl;tag;2025-12-12 20:56:57
nails bitings;en;nails bitings;deepl;tag;2025-12-12 20:56:57
se ronger les ongles;en;nail biting;deepl;tag;2025-12-12 20:56:57
ses rongers les ongles;en;nail biting;deepl;tag;2025-12-12 20:56:57
alignement;en;alignment;deepl;tag;2025-12-12 20:56:57
redressement;en;turnaround;deepl;tag;2025-12-12 20:56:57
redressemente;en;turnaround;deepl;tag;2025-12-12 20:56:57
redressements;en;turnarounds;deepl;tag;2025-12-12 20:56:57
redressementes;en;turnaround;deepl;tag;2025-12-12 20:56:57
correction;en;correction;deepl;tag;2025-12-12 20:56:57
correctionne;en;correct;deepl;tag;2025-12-12 20:56:57
corrections;en;corrections;deepl;tag;2025-12-12 20:56:57
correctionnes;en;corrected;deepl;tag;2025-12-12 20:56:57
straightening;en;straightening;deepl;tag;2025-12-12 20:56:57
straighteningue;en;straightening;deepl;tag;2025-12-12 20:56:57
straightenings;en;straightenings;deepl;tag;2025-12-12 20:56:57
straighteningues;en;straighteningues;deepl;tag;2025-12-12 20:56:57
alignement dentaire;en;dental alignment;deepl;tag;2025-12-12 20:56:57
alignements dentaires;en;dental alignments;deepl;tag;2025-12-12 20:56:57
alignement des dents;en;tooth alignment;deepl;tag;2025-12-12 20:56:57
alignements des dents;en;tooth alignments;deepl;tag;2025-12-12 20:56:57
chirurgie;en;surgery;deepl;tag;2025-12-12 20:56:57
intervention;en;intervention;deepl;tag;2025-12-12 20:56:57
interventionne;en;intervention;deepl;tag;2025-12-12 20:56:57
interventions;en;interventions;deepl;tag;2025-12-12 20:56:57
interventionnes;en;interventions;deepl;tag;2025-12-12 20:56:57
opération;en;operation;deepl;tag;2025-12-12 20:56:57
opérationne;en;operationne;deepl;tag;2025-12-12 20:56:57
opérations;en;operations;deepl;tag;2025-12-12 20:56:57
opérationnes;en;operations;deepl;tag;2025-12-12 20:56:57
surgery;en;surgery;deepl;tag;2025-12-12 20:56:57
surgerys;en;surgerys;deepl;tag;2025-12-12 20:56:57
chirurgie maxillaire;en;jaw surgery;deepl;tag;2025-12-12 20:56:57
chirurgies maxillaires;en;jaw surgery;deepl;tag;2025-12-12 20:56:57
chirurgie mandibulaire;en;mandibular surgery;deepl;tag;2025-12-12 20:56:57
chirurgies mandibulaires;en;mandibular surgery;deepl;tag;2025-12-12 20:56:57
opération mâchoire;en;jaw operation;deepl;tag;2025-12-12 20:56:57
opérations mâchoires;en;jaw operations;deepl;tag;2025-12-12 20:56:57
orthognathic surgery;en;orthognathic surgery;deepl;tag;2025-12-12 20:56:57
orthognathics surgerys;en;orthognathics surgerys;deepl;tag;2025-12-12 20:56:57
chirurgie maxillo-faciale;en;maxillo-facial surgery;deepl;tag;2025-12-12 20:56:57
chirurgies maxillo-faciales;en;maxillo-facial surgery;deepl;tag;2025-12-12 20:56:57
détartrage;en;descaling;deepl;tag;2025-12-12 20:56:57
nettoyage dentaire;en;dental cleaning;deepl;tag;2025-12-12 20:56:57
nettoyages dentaires;en;dental cleanings;deepl;tag;2025-12-12 20:56:57
prophylaxie;en;prophylaxis;deepl;tag;2025-12-12 20:56:57
prophylaxies;en;prophylaxis;deepl;tag;2025-12-12 20:56:57
scaling;en;scaling;deepl;tag;2025-12-12 20:56:57
scalingue;en;scalingue;deepl;tag;2025-12-12 20:56:57
scalings;en;scalings;deepl;tag;2025-12-12 20:56:57
scalingues;en;scalingues;deepl;tag;2025-12-12 20:56:57
surfaçage;en;surfacing;deepl;tag;2025-12-12 20:56:57
surfaçages;en;surfaces;deepl;tag;2025-12-12 20:56:57
ostéotomie;en;osteotomy;deepl;tag;2025-12-12 20:56:57
chirurgie des mâchoires;en;jaw surgery;deepl;tag;2025-12-12 20:56:57
chirurgies des mâchoires;en;jaw surgery;deepl;tag;2025-12-12 20:56:57
jaw surgery;en;jaw surgery;deepl;tag;2025-12-12 20:56:57
chirurgie orthognathique;en;orthognathic surgery;deepl;tag;2025-12-12 20:56:57
chirurgies orthognathiques;en;orthognathic surgery;deepl;tag;2025-12-12 20:56:57
chirurgie bimaxillaire;en;bimaxillary surgery;deepl;tag;2025-12-12 20:56:57
chirurgies bimaxillaires;en;bimaxillary surgery;deepl;tag;2025-12-12 20:56:57
stripping;en;stripping;deepl;tag;2025-12-12 20:56:57
IPR;en;RPI;deepl;tag;2025-12-12 20:56:57
IPRe;en;IPRe;deepl;tag;2025-12-12 20:56:57
IPRs;en;IPRs;deepl;tag;2025-12-12 20:56:57
IPRes;en;IPRes;deepl;tag;2025-12-12 20:56:57
réduction interproximale;en;interproximal reduction;deepl;tag;2025-12-12 20:56:57
réductions interproximales;en;interproximal reductions;deepl;tag;2025-12-12 20:56:57
polissage interproximal;en;interproximal polishing;deepl;tag;2025-12-12 20:56:57
polissages interproximaux;en;interproximal polishing;deepl;tag;2025-12-12 20:56:57
meulage;en;grinding;deepl;tag;2025-12-12 20:56:57
meulages;en;grinding;deepl;tag;2025-12-12 20:56:57
limage;en;filing;deepl;tag;2025-12-12 20:56:57
limages;en;limages;deepl;tag;2025-12-12 20:56:57
réduction amélaire;en;tooth reduction;deepl;tag;2025-12-12 20:56:57
réductions amélaires;en;ameloid reductions;deepl;tag;2025-12-12 20:56:57
slicing;en;slicing;deepl;tag;2025-12-12 20:56:57
slicingue;en;slicing;deepl;tag;2025-12-12 20:56:57
slicings;en;slicings;deepl;tag;2025-12-12 20:56:57
slicingues;en;slicingues;deepl;tag;2025-12-12 20:56:57
traitement interceptif;en;interceptive treatment;deepl;tag;2025-12-12 20:56:57
traitement précoce;en;early treatment;deepl;tag;2025-12-12 20:56:57
traitements précoces;en;early treatment;deepl;tag;2025-12-12 20:56:57
early treatment;en;early treatment;deepl;tag;2025-12-12 20:56:57
earlys treatments;en;earlys treatments;deepl;tag;2025-12-12 20:56:57
interception orthodontique;en;orthodontic interception;deepl;tag;2025-12-12 20:56:57
interceptions orthodontiques;en;orthodontic interceptions;deepl;tag;2025-12-12 20:56:57
ANB;en;ANB;deepl;tag;2025-12-12 20:56:57
angle ANB;en;angle ANB;deepl;tag;2025-12-12 20:56:57
relation intermaxillaire;en;intermaxillary relationship;deepl;tag;2025-12-12 20:56:57
relations intermaxillaires;en;intermaxillary relations;deepl;tag;2025-12-12 20:56:57
décalage squelettique;en;skeletal shift;deepl;tag;2025-12-12 20:56:57
décalages squelettiques;en;skeletal shifts;deepl;tag;2025-12-12 20:56:57
mesure ANB;en;ANB measure;deepl;tag;2025-12-12 20:56:57
mesures ANBs;en;ANB measures;deepl;tag;2025-12-12 20:56:57
relation antéropostérieure;en;anteroposterior relationship;deepl;tag;2025-12-12 20:56:57
relations antéropostérieures;en;anteroposterior relations;deepl;tag;2025-12-12 20:56:57
angle squelettique;en;skeletal angle;deepl;tag;2025-12-12 20:56:57
relation maxillo-mandibulaire;en;maxillo-mandibular relationship;deepl;tag;2025-12-12 20:56:57
relations maxillo-mandibulaires;en;maxillo-mandibular relations;deepl;tag;2025-12-12 20:56:57
SNA;en;SNA;deepl;tag;2025-12-12 20:56:57
angle SNA;en;SNA angle;deepl;tag;2025-12-12 20:56:57
position maxillaire;en;jaw position;deepl;tag;2025-12-12 20:56:57
positions maxillaires;en;jaw positions;deepl;tag;2025-12-12 20:56:57
mesure SNA;en;ANS measure;deepl;tag;2025-12-12 20:56:57
mesures SNAs;en;SNA measures;deepl;tag;2025-12-12 20:56:57
position du maxillaire;en;position of the jaw;deepl;tag;2025-12-12 20:56:57
positions dus maxillaires;en;maxillary positions;deepl;tag;2025-12-12 20:56:57
SNB;en;SNB;deepl;tag;2025-12-12 20:56:57
angle SNB;en;SNB angle;deepl;tag;2025-12-12 20:56:57
position mandibulaire;en;mandibular position;deepl;tag;2025-12-12 20:56:57
positions mandibulaires;en;mandibular positions;deepl;tag;2025-12-12 20:56:57
mesure SNB;en;SNB measure;deepl;tag;2025-12-12 20:56:57
mesures SNBs;en;SNB measures;deepl;tag;2025-12-12 20:56:57
position de la mandibule;en;position of the mandible;deepl;tag;2025-12-12 20:56:57
positions des las mandibules;en;positions of the mandibles;deepl;tag;2025-12-12 20:56:57
Wits;en;Wits;deepl;tag;2025-12-12 20:56:57
appraisal de Wits;en;Wits fertilizer;deepl;tag;2025-12-12 20:56:57
analyse de Wits;en;analysis of Wits;deepl;tag;2025-12-12 20:56:57
AO-BO;en;AO-BO;deepl;tag;2025-12-12 20:56:57
AO-BOs;en;AO-BOs;deepl;tag;2025-12-12 20:56:57
Wits appraisal;en;Wits Appraisal;deepl;tag;2025-12-12 20:56:57
analyse Wits;en;Wits analysis;deepl;tag;2025-12-12 20:56:57
mesure de Wits;en;Wits measurement;deepl;tag;2025-12-12 20:56:57
céphalométrie;en;cephalometry;deepl;tag;2025-12-12 20:56:57
téléradiographie;en;teleradiography;deepl;tag;2025-12-12 20:56:57
téléradiographies;en;teleradiographs;deepl;tag;2025-12-12 20:56:57
téléradio;en;teleradio;deepl;tag;2025-12-12 20:56:57
téléradios;en;teleradios;deepl;tag;2025-12-12 20:56:57
lateral ceph;en;lateral ceph;deepl;tag;2025-12-12 20:56:57
lateraux cephs;en;lateral cephs;deepl;tag;2025-12-12 20:56:57
profil;en;profile;deepl;tag;2025-12-12 20:56:57
profille;en;profille;deepl;tag;2025-12-12 20:56:57
profils;en;profiles;deepl;tag;2025-12-12 20:56:57
profilles;en;Profiles;deepl;tag;2025-12-12 20:56:57
cephalo;en;cephalo;deepl;tag;2025-12-12 20:56:57
cephalos;en;cephalos;deepl;tag;2025-12-12 20:56:57
radio de profil;en;profile radio;deepl;tag;2025-12-12 20:56:57
radios des profils;en;profile radios;deepl;tag;2025-12-12 20:56:57
télécrâne;en;telecranium;deepl;tag;2025-12-12 20:56:57
télécrânes;en;telecoms;deepl;tag;2025-12-12 20:56:57
radiographie de profil;en;profile radiography;deepl;tag;2025-12-12 20:56:57
radiographies des profils;en;profile radiographs;deepl;tag;2025-12-12 20:56:57
panoramique;en;panoramic;deepl;tag;2025-12-12 20:56:57
radio panoramique;en;panoramic radio;deepl;tag;2025-12-12 20:56:57
radios panoramiques;en;panoramic radiographs;deepl;tag;2025-12-12 20:56:57
orthopantomogramme;en;orthopantomogram;deepl;tag;2025-12-12 20:56:57
orthopantomogrammes;en;orthopantomograms;deepl;tag;2025-12-12 20:56:57
OPG;en;OPG;deepl;tag;2025-12-12 20:56:57
OPGue;en;OPGue;deepl;tag;2025-12-12 20:56:57
OPGs;en;OPGs;deepl;tag;2025-12-12 20:56:57
OPGues;en;OPGues;deepl;tag;2025-12-12 20:56:57
panorex;en;panorex;deepl;tag;2025-12-12 20:56:57
panoresse;en;panoresse;deepl;tag;2025-12-12 20:56:57
panoresses;en;panoramas;deepl;tag;2025-12-12 20:56:57
radio;en;radio;deepl;tag;2025-12-12 20:56:57
radios;en;radios;deepl;tag;2025-12-12 20:56:57
radiographie;en;radiography;deepl;tag;2025-12-12 20:56:57
radiographies;en;radiographs;deepl;tag;2025-12-12 20:56:57
panoramique dentaire;en;dental panoramic;deepl;tag;2025-12-12 20:56:57
panoramiques dentaires;en;dental panoramas;deepl;tag;2025-12-12 20:56:57
radiographie panoramique;en;panoramic radiograph;deepl;tag;2025-12-12 20:56:57
radiographies panoramiques;en;panoramic radiographs;deepl;tag;2025-12-12 20:56:57
scanner;en;scanner;deepl;tag;2025-12-12 20:56:57
cone beam;en;cone beam;deepl;tag;2025-12-12 20:56:57
cones beams;en;cones beams;deepl;tag;2025-12-12 20:56:57
CBCT;en;CBCT;deepl;tag;2025-12-12 20:56:57
CBCTe;en;CBCTe;deepl;tag;2025-12-12 20:56:57
CBCTs;en;CBCTs;deepl;tag;2025-12-12 20:56:57
CBCTes;en;CBCTes;deepl;tag;2025-12-12 20:56:57
tomodensitométrie;en;computed tomography;deepl;tag;2025-12-12 20:56:57
tomodensitométries;en;CT scans;deepl;tag;2025-12-12 20:56:57
cone beam CT;en;cone beam CT;deepl;tag;2025-12-12 20:56:57
cones beams CTs;en;cones beams CTs;deepl;tag;2025-12-12 20:56:57
3D;en;3D;deepl;tag;2025-12-12 20:56:57
imagerie 3D;en;3D imaging;deepl;tag;2025-12-12 20:56:57
scan 3D;en;3D scan;deepl;tag;2025-12-12 20:56:57
tomographie;en;tomography;deepl;tag;2025-12-12 20:56:57
tomographies;en;tomographies;deepl;tag;2025-12-12 20:56:57
scanner intra-oral;en;intra-oral scanner;deepl;tag;2025-12-12 20:56:57
empreinte numérique;en;digital footprint;deepl;tag;2025-12-12 20:56:57
empreintes numériques;en;digital footprints;deepl;tag;2025-12-12 20:56:57
digital impression;en;digital printing;deepl;tag;2025-12-12 20:56:57
digitaux impressions;en;digital impressions;deepl;tag;2025-12-12 20:56:57
scan numérique;en;digital scan;deepl;tag;2025-12-12 20:56:57
scans numériques;en;digital scans;deepl;tag;2025-12-12 20:56:57
empreinte;en;footprint;deepl;tag;2025-12-12 20:56:57
prise d'empreinte;en;impression taking;deepl;tag;2025-12-12 20:56:57
prises d'empreintes;en;fingerprinting;deepl;tag;2025-12-12 20:56:57
moulage;en;moulding;deepl;tag;2025-12-12 20:56:57
moulages;en;moulds;deepl;tag;2025-12-12 20:56:57
impression;en;printing;deepl;tag;2025-12-12 20:56:57
impressionne;en;impresses;deepl;tag;2025-12-12 20:56:57
impressions;en;prints;deepl;tag;2025-12-12 20:56:57
impressionnes;en;impress;deepl;tag;2025-12-12 20:56:57
alginate;en;alginate;deepl;tag;2025-12-12 20:56:57
alginates;en;alginates;deepl;tag;2025-12-12 20:56:57
empreinte dentaire;en;dental impression;deepl;tag;2025-12-12 20:56:57
empreintes dentaires;en;dental impressions;deepl;tag;2025-12-12 20:56:57
arcade;en;arcade;deepl;tag;2025-12-12 20:56:57
arcade dentaire;en;dental arch;deepl;tag;2025-12-12 20:56:57
arcades dentaires;en;dental arches;deepl;tag;2025-12-12 20:56:57
arc dentaire;en;dental arch;deepl;tag;2025-12-12 20:56:57
arcs dentaires;en;dental arches;deepl;tag;2025-12-12 20:56:57
dental arch;en;dental arch;deepl;tag;2025-12-12 20:56:57
dentaux archs;en;arch teeth;deepl;tag;2025-12-12 20:56:57
maxillaire;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
maxillaires;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
supérieur;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieuse;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieurs;en;higher;glossaire;adjectif;2025-12-12 20:56:57
supérieuses;en;superior;glossaire;adjectif;2025-12-12 20:56:57
mandibulaire;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
mandibulaires;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
inférieur;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuse;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieurs;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuses;en;lower;glossaire;adjectif;2025-12-12 20:56:57
canine;en;canine;deepl;tag;2025-12-12 20:56:57
croc;en;croc;deepl;tag;2025-12-12 20:56:57
croque;en;crunch;deepl;tag;2025-12-12 20:56:57
crocs;en;crocs;deepl;tag;2025-12-12 20:56:57
croques;en;croques;deepl;tag;2025-12-12 20:56:57
cuspide;en;cusp;deepl;tag;2025-12-12 20:56:57
cuspides;en;cusps;deepl;tag;2025-12-12 20:56:57
dent canine;en;canine tooth;deepl;tag;2025-12-12 20:56:57
dents canines;en;canine teeth;deepl;tag;2025-12-12 20:56:57
dent de loup;en;wolf's tooth;deepl;tag;2025-12-12 20:56:57
dents des loups;en;wolves' teeth;deepl;tag;2025-12-12 20:56:57
inclus;en;including;deepl;adjectif;2025-12-12 20:56:57
inclusse;en;incl.;deepl;adjectif;2025-12-12 20:56:57
inclusses;en;including;deepl;adjectif;2025-12-12 20:56:57
incisive;en;incisor;glossaire;tag;2025-12-12 20:56:57
dent de devant;en;front tooth;deepl;tag;2025-12-12 20:56:57
dents des devants;en;front teeth;deepl;tag;2025-12-12 20:56:57
dents de devant;en;front teeth;deepl;tag;2025-12-12 20:56:57
central;en;central;deepl;adjectif;2025-12-12 20:56:57
centrale;en;power plant;deepl;adjectif;2025-12-12 20:56:57
centraux;en;central;deepl;adjectif;2025-12-12 20:56:57
centrales;en;power plants;deepl;adjectif;2025-12-12 20:56:57
latéral;en;lateral;glossaire;adjectif;2025-12-12 20:56:57
latérale;en;lateral;glossaire;adjectif;2025-12-12 20:56:57
latéraux;en;lateral;glossaire;adjectif;2025-12-12 20:56:57
latérales;en;lateral;glossaire;adjectif;2025-12-12 20:56:57
molaire;en;molar;deepl;tag;2025-12-12 20:56:57
grosse dent;en;large tooth;deepl;tag;2025-12-12 20:56:57
grosses dents;en;big teeth;deepl;tag;2025-12-12 20:56:57
dent du fond;en;back tooth;deepl;tag;2025-12-12 20:56:57
dents dus fonds;en;teeth due funds;deepl;tag;2025-12-12 20:56:57
sixième;en;sixth;deepl;tag;2025-12-12 20:56:57
sixièmes;en;sixth;deepl;tag;2025-12-12 20:56:57
douzième;en;twelfth;deepl;tag;2025-12-12 20:56:57
douzièmes;en;twelfths;deepl;tag;2025-12-12 20:56:57
molaire de six ans;en;six-year-old molar;deepl;tag;2025-12-12 20:56:57
molaires des six ans;en;Six-year-old molars;deepl;tag;2025-12-12 20:56:57
molaire de douze ans;en;twelve-year-old molar;deepl;tag;2025-12-12 20:56:57
molaires des douzes ans;en;Twelve-year-old molars;deepl;tag;2025-12-12 20:56:57
premier;en;first;deepl;adjectif;2025-12-12 20:56:57
première;en;first;deepl;adjectif;2025-12-12 20:56:57
premiers;en;first;deepl;adjectif;2025-12-12 20:56:57
premières;en;first;deepl;adjectif;2025-12-12 20:56:57
deuxième;en;second;deepl;adjectif;2025-12-12 20:56:57
deuxièmes;en;second;deepl;adjectif;2025-12-12 20:56:57
prémolaire;en;premolar;deepl;tag;2025-12-12 20:56:57
premolaire;en;premolar;deepl;tag;2025-12-12 20:56:57
premolaires;en;premolars;deepl;tag;2025-12-12 20:56:57
bicuspide;en;bicuspid;deepl;tag;2025-12-12 20:56:57
bicuspides;en;bicuspids;deepl;tag;2025-12-12 20:56:57
quatrième;en;fourth;deepl;tag;2025-12-12 20:56:57
quatrièmes;en;fourth;deepl;tag;2025-12-12 20:56:57
cinquième;en;fifth;deepl;tag;2025-12-12 20:56:57
cinquièmes;en;fifth;deepl;tag;2025-12-12 20:56:57
petite molaire;en;small molar;deepl;tag;2025-12-12 20:56:57
petites molaires;en;small molars;deepl;tag;2025-12-12 20:56:57
premier;en;first;glossaire;adjectif;2025-12-12 20:56:57
première;en;first;glossaire;adjectif;2025-12-12 20:56:57
premiers;en;first;glossaire;adjectif;2025-12-12 20:56:57
premières;en;first;glossaire;adjectif;2025-12-12 20:56:57
deuxième;en;second;glossaire;adjectif;2025-12-12 20:56:57
deuxièmes;en;second;glossaire;adjectif;2025-12-12 20:56:57
dentition mixte;en;mixed dentition;deepl;tag;2025-12-12 20:56:57
mixed dentition;en;mixed dentition;deepl;tag;2025-12-12 20:56:57
mixeds dentitions;en;mixeds dentitions;deepl;tag;2025-12-12 20:56:57
denture mixte;en;mixed gears;deepl;tag;2025-12-12 20:56:57
dentures mixtes;en;mixed gears;deepl;tag;2025-12-12 20:56:57
dentition transitionnelle;en;transitional dentition;deepl;tag;2025-12-12 20:56:57
dentitions transitionnelles;en;transitional dentitions;deepl;tag;2025-12-12 20:56:57
dentition permanente;en;permanent teeth;deepl;tag;2025-12-12 20:56:57
dents définitives;en;permanent teeth;deepl;tag;2025-12-12 20:56:57
dents d'adulte;en;adult teeth;deepl;tag;2025-12-12 20:56:57
dents d'adultes;en;adult teeth;deepl;tag;2025-12-12 20:56:57
permanent dentition;en;permanent teeth;deepl;tag;2025-12-12 20:56:57
permanents dentitions;en;permanent teeth;deepl;tag;2025-12-12 20:56:57
denture permanente;en;permanent teeth;deepl;tag;2025-12-12 20:56:57
dentures permanentes;en;permanent teeth;deepl;tag;2025-12-12 20:56:57
dentition adulte;en;adult teeth;deepl;tag;2025-12-12 20:56:57
dentitions adultes;en;adult teeth;deepl;tag;2025-12-12 20:56:57
dentition temporaire;en;temporary dentition;deepl;tag;2025-12-12 20:56:57
dents de lait;en;milk teeth;deepl;tag;2025-12-12 20:56:57
dents des laits;en;milk teeth;deepl;tag;2025-12-12 20:56:57
dents de bébé;en;baby teeth;deepl;tag;2025-12-12 20:56:57
dents des bébés;en;babies' teeth;deepl;tag;2025-12-12 20:56:57
primary dentition;en;primary dentition;deepl;tag;2025-12-12 20:56:57
primarys dentitions;en;primarys dentitions;deepl;tag;2025-12-12 20:56:57
deciduous;en;deciduous;deepl;tag;2025-12-12 20:56:57
deciduousse;en;deciduousse;deepl;tag;2025-12-12 20:56:57
deciduousses;en;deciduousses;deepl;tag;2025-12-12 20:56:57
dents lactéales;en;milk teeth;deepl;tag;2025-12-12 20:56:57
dents primaires;en;primary teeth;deepl;tag;2025-12-12 20:56:57
denture temporaire;en;temporary teeth;deepl;tag;2025-12-12 20:56:57
dentures temporaires;en;temporary teeth;deepl;tag;2025-12-12 20:56:57
croissance;en;growth;deepl;tag;2025-12-12 20:56:57
développement;en;development;deepl;tag;2025-12-12 20:56:57
développemente;en;development;deepl;tag;2025-12-12 20:56:57
développements;en;developments;deepl;tag;2025-12-12 20:56:57
développementes;en;development;deepl;tag;2025-12-12 20:56:57
grandir;en;grow;deepl;tag;2025-12-12 20:56:57
grandire;en;grandire;deepl;tag;2025-12-12 20:56:57
grandirs;en;grandirs;deepl;tag;2025-12-12 20:56:57
grandires;en;bigires;deepl;tag;2025-12-12 20:56:57
growth;en;growth;deepl;tag;2025-12-12 20:56:57
maturation;en;maturation;deepl;tag;2025-12-12 20:56:57
maturationne;en;maturationne;deepl;tag;2025-12-12 20:56:57
maturations;en;maturations;deepl;tag;2025-12-12 20:56:57
maturationnes;en;maturationnes;deepl;tag;2025-12-12 20:56:57
pic;en;peak;deepl;adjectif;2025-12-12 20:56:57
pique;en;pic;deepl;adjectif;2025-12-12 20:56:57
pics;en;peaks;deepl;adjectif;2025-12-12 20:56:57
piques;en;spades;deepl;adjectif;2025-12-12 20:56:57
pubertaire;en;puberty;deepl;adjectif;2025-12-12 20:56:57
pubertaires;en;puberty;deepl;adjectif;2025-12-12 20:56:57
DDM;en;DDM;deepl;tag;2025-12-12 20:56:57
dysharmonie;en;disharmony;deepl;tag;2025-12-12 20:56:57
dysharmonies;en;disharmony;deepl;tag;2025-12-12 20:56:57
discrepance;en;discrepance;deepl;tag;2025-12-12 20:56:57
discrepances;en;discrepances;deepl;tag;2025-12-12 20:56:57
dysharmonie dentaire;en;dental disharmony;deepl;tag;2025-12-12 20:56:57
dysharmonies dentaires;en;dental disharmony;deepl;tag;2025-12-12 20:56:57
dysmorphose;en;dysmorphosis;deepl;tag;2025-12-12 20:56:57
dysmorphoses;en;dysmorphoses;deepl;tag;2025-12-12 20:56:57
dysharmonie dento-maxillaire;en;dento-maxillary disharmony;deepl;tag;2025-12-12 20:56:57
dysharmonies dento-maxillaires;en;dento-maxillary disharmony;deepl;tag;2025-12-12 20:56:57
sévère;en;severe;glossaire;adjectif;2025-12-12 20:56:57
sévères;en;severe;glossaire;adjectif;2025-12-12 20:56:57
++;en;++;deepl;adjectif;2025-12-12 20:56:57
++s;en;++s;deepl;adjectif;2025-12-12 20:56:57
douleur;en;pain;deepl;tag;2025-12-12 20:56:57
mal;en;badly;deepl;tag;2025-12-12 20:56:57
male;en;male;deepl;tag;2025-12-12 20:56:57
maux;en;ailments;deepl;tag;2025-12-12 20:56:57
males;en;males;deepl;tag;2025-12-12 20:56:57
pain;en;bread;deepl;tag;2025-12-12 20:56:57
paine;en;paine;deepl;tag;2025-12-12 20:56:57
pains;en;bread;deepl;tag;2025-12-12 20:56:57
paines;en;sheaths;deepl;tag;2025-12-12 20:56:57
souffrir;en;suffer;deepl;tag;2025-12-12 20:56:57
souffrire;en;suffer;deepl;tag;2025-12-12 20:56:57
souffrirs;en;suffering;deepl;tag;2025-12-12 20:56:57
souffrires;en;suffering;deepl;tag;2025-12-12 20:56:57
inconfort;en;discomfort;deepl;tag;2025-12-12 20:56:57
inconforte;en;uncomfortable;deepl;tag;2025-12-12 20:56:57
inconforts;en;discomfort;deepl;tag;2025-12-12 20:56:57
inconfortes;en;discomfort;deepl;tag;2025-12-12 20:56:57
sensibilité;en;sensitivity;deepl;tag;2025-12-12 20:56:57
sensibilitée;en;sensitivity;deepl;tag;2025-12-12 20:56:57
sensibilités;en;sensitivities;deepl;tag;2025-12-12 20:56:57
sensibilitées;en;sensitivities;deepl;tag;2025-12-12 20:56:57
douleur dentaire;en;dental pain;deepl;tag;2025-12-12 20:56:57
douleurs dentaires;en;dental pain;deepl;tag;2025-12-12 20:56:57
hygiène;en;hygiene;deepl;tag;2025-12-12 20:56:57
nettoyage;en;cleaning;deepl;tag;2025-12-12 20:56:57
nettoyages;en;cleaning;deepl;tag;2025-12-12 20:56:57
brossage;en;brushing;deepl;tag;2025-12-12 20:56:57
brossages;en;brushing;deepl;tag;2025-12-12 20:56:57
cleaning;en;cleaning;deepl;tag;2025-12-12 20:56:57
cleaningue;en;cleaningue;deepl;tag;2025-12-12 20:56:57
cleanings;en;cleanings;deepl;tag;2025-12-12 20:56:57
cleaningues;en;cleaning products;deepl;tag;2025-12-12 20:56:57
hygiène bucco-dentaire;en;oral hygiene;deepl;tag;2025-12-12 20:56:57
hygiènes bucco-dentaires;en;oral hygiene;deepl;tag;2025-12-12 20:56:57
hygiène dentaire;en;dental hygiene;deepl;tag;2025-12-12 20:56:57
hygiènes dentaires;en;dental hygiene;deepl;tag;2025-12-12 20:56:57
proglissement mandibulaire;en;mandibular slippage;deepl;tag;2025-12-12 20:56:57
proglissement;en;slippage;deepl;tag;2025-12-12 20:56:57
proglissemente;en;proglissemente;deepl;tag;2025-12-12 20:56:57
proglissements;en;slippage;deepl;tag;2025-12-12 20:56:57
proglissementes;en;slides;deepl;tag;2025-12-12 20:56:57
glissement mandibulaire;en;mandibular slippage;deepl;tag;2025-12-12 20:56:57
glissements mandibulaires;en;mandibular slippage;deepl;tag;2025-12-12 20:56:57
déviation mandibulaire fonctionnelle;en;functional mandibular deviation;deepl;tag;2025-12-12 20:56:57
